YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS
516,0.277470882,47.90008458,728.3835194,15.20630967,19.1,117.6,48.15,0.17
518,0.2536,45.65426173,1590.157786,34.83043478,22.1,202.3,52.84,0.19
519,0.4365,70.5675,665.68675,9.433333333,17.1,94.5,47.48,0.1
520,0.423108218,149.6145828,1113.507909,7.442509204,19.5,55.5,36.34,0.22
521,0.3609,525.81927,1794.53916,3.412844037,14.9,47.7,45.21,0.98
522,0.323001631,96.74028459,976.2699957,10.09165933,18,89,47.6,0.25
523,0.34908377,1952.93492,8394.178246,4.298237571,15.6,58.4,58.18,4.37
526,0.520347277,44.2946784,849.3605254,19.17522727,22.6,104.7,41.45,0.04
527,1.131046699,1410.74893,23617.18631,16.7408855,18.5,140.1,51.73,0.29
528,0.03,0.236,0.9,3.813559322,15.1,51.1,64.2,0.07
529,0.226190476,26.60430839,96.35534769,3.621794872,15.1,47.6,44.17,0.14
531,0.5312,130.22208,1329.16224,10.20688842,16,118.3,52.23,0.12
533,0.305177112,39.08262739,1620.562926,41.46504559,23.4,214.6,51.97,0.11
534,0.355457064,287.7417546,2389.786579,8.305317324,19.1,65.2,49.93,0.61
535,0.465,158.0821931,724.1774348,4.581018398,15.8,54.7,42.65,0.2
538,0.14,470.1,15357.9,32.66943204,31.5,117.5,43.77,6.26
540,0.401381526,536.1925237,1304.626172,2.433130105,14.2,38.6,45.1,0.89
541,0.14,69.9,553.4,7.91702432,17.5,75.5,51.67,0.91
542,0.11,25.4,225.6,8.881889764,17.3,86.7,58.71,0.6
543,0.274259408,36.90638051,299.4778397,8.114527504,16.8,83.6,46.81,0.13
544,0.199674797,17.4431357,218.9736499,12.55357143,18.6,103.2,50.21,0.12
545,1.078287671,2676.198929,3175.374412,1.186524057,12.9,23.9,41.15,0.62
546,0.923644068,1544.683041,5263.55142,3.407528457,15.9,40.5,42.02,0.48
547,0.29225974,80.05540646,1754.459259,21.91556245,20.6,146.6,50.24,0.25
548,0.290025575,605.2529641,6417.120717,10.60237801,18.2,95.7,51.64,1.96
549,0.441799308,1464.323296,34158.253,23.32698872,23,131.2,47.61,2.02
551,0.184210526,6.622229917,35.49168975,5.359477124,17,54.1,41.74,0.05
552,0.07860262,3.432428825,52.17291814,15.2,19,120.2,51.18,0.15
553,1.398734177,1295.957315,6752.125429,5.210144928,15.9,85.2,43.82,0.17
554,0.08490566,5.161979352,101.4595942,19.65517241,19.1,155.6,69.51,0.2
555,0.582,472.80225,501.02925,1.059701493,12.5,23.1,40.19,0.39
556,0.182278481,31.23191796,39.20602468,1.255319149,12.7,26,65.33,0.25
557,1.138239178,1447.776767,6904.410208,4.768974309,16.1,54.9,43.12,0.3
558,0.18,410.2,3254.2,7.933203315,20.7,56.6,55.42,3.45
559,0.740339806,1214.036655,200414.0522,165.0807258,30.2,552.9,56.26,0.59
560,0.323584457,127.5759306,441.2039426,3.458363505,14.9,47.5,45.54,0.32
561,0.268949379,819.4100037,15090.57871,18.41639551,25.4,88.5,40.99,2.96
562,0.294984127,233.3199244,1074.14551,4.603745318,16,53.9,42.88,0.71
563,0.599923664,737.4698634,40894.43178,55.45234296,25.7,245.1,54.44,0.55
564,2.090779128,835.0772672,10700.98798,12.81436868,21.8,3732.5,38.5,0.05
566,0.350149254,109.0423231,4594.913929,42.13881177,24.3,204.1,54.76,0.23
567,0.891094225,2450.685712,33165.11373,13.53299347,20.7,90.9,45.1,0.81
568,0.550771084,442.0918769,10849.41083,24.54107709,21.9,145.4,53.26,0.38
569,0.265668449,19.55707055,19.94433927,1.01980198,14.8,14.3,22.94,0.08
570,0.232421053,24.19625485,81.96715789,3.387596899,13.7,57.3,55.97,0.12
574,1.297334526,300.7882967,7916.158753,26.31804109,27,104.9,37.44,0.05
577,0.187,144.3165079,1016.08337,7.040659341,17.2,70.8,50.22,1.11
579,0.590608333,765.8060314,915.9607517,1.19607409,12.6,26,41.75,0.58
580,0.133471503,14.5425649,58.26115063,4.00625,16.1,44.9,42.69,0.21
581,0.580730897,730.9073575,393.8781305,0.538889267,11.4,15.3,39.51,0.58
582,0.1092,26.4992,340.51472,12.85,18.4,108.5,56.63,0.52
583,2.512473721,1898.344215,6372.154618,3.35669083,15.5,41.6,39.49,0.08
584,1.19009299,2513.664426,21915.04578,8.718365728,17.5,82.4,48.92,0.48
586,0.110957447,41.58290516,343.0903746,8.250755287,18,74.3,44.88,0.89
587,1.2,7504.3,21056.3,2.805897952,14.9,39.5,42.92,1.38
588,0.1986,37.25074,396.61082,10.64705882,17.9,93.5,49.01,0.23
591,0.1386,8.25552,49.53312,6,16.4,66.7,43.73,0.12
592,0.348960396,251.8267841,712.9637199,2.831167154,12.6,61.4,48.05,0.55
594,0.525691057,759.7933241,13816.27542,18.18425482,22.1,107.4,45.72,0.74
595,0.217562396,125.6059918,412.9269641,3.287478233,15.3,42.9,44.15,0.71
597,0.448052885,292.2466762,415.9887851,1.423416651,13.6,25,49.61,0.39
598,0.518087318,517.5708849,46700.26602,90.22970068,28.1,341.4,53.74,0.51
599,0.223561104,35.58975762,320.6013974,9.008248969,17.4,85.3,46.29,0.19
600,0.152753623,27.45137576,495.9817685,18.06764706,19.7,131.9,48.42,0.31
601,0.335533165,10.13002071,851.2223333,84.02967359,24.9,388.3,61.62,0.02
605,1.175247934,2957.389934,8421.553348,2.847630355,14.8,40,42.78,0.57
606,0.21493568,12.44171299,212.3471297,17.06735478,22.5,94.9,38.86,0.07
607,0.430927835,261.5705707,779.6280157,2.980564723,15.4,37.9,40.07,0.38
608,0.241666667,26.04666821,284.8955448,10.9378882,19.6,80.9,45.37,0.12
611,1.430286678,2870.183806,52752.36633,18.37943835,18.8,1317.4,56.43,0.37
612,0.084796748,3.375127239,18.63657215,5.52173913,16.7,57.9,51.96,0.11
613,0.163139357,15.65799995,101.5190962,6.483528966,15.9,77.2,59.81,0.15
614,0.362197309,1854.64394,2662.524187,1.435598569,15.2,20.5,35.59,3.69
616,0.405239852,1130.49956,18026.19762,15.94533802,25.5,74,35.13,1.87
618,0.432095808,648.1695866,555.0090717,0.856271388,12,21.6,42.81,0.94
622,0.353915911,36.94374763,508.6398228,13.76795413,19.9,98.9,44.67,0.08
623,1.274869888,2268.870884,7035.788615,3.101008817,15.1,41.3,40.9,0.37
626,0.166614987,224.470104,4545.573825,20.25024155,24.5,101.4,44.27,2.14
628,0.660033058,5386.007181,290387.782,53.9152237,29,207.1,50.23,3.3
631,0.42138585,194.0817856,2437.10663,12.55711154,19.3,95.2,57.81,0.29
633,0.136956522,24.4173913,66.77353497,2.734671126,15.3,35.4,39.99,0.35
634,0.34114744,45.85790353,1350.916954,29.45875955,22.9,158.5,57.66,0.1
635,0.369557522,113.7842901,171.0452659,1.503241491,13.5,26.9,41.09,0.22
637,0.204400284,24.05515894,206.7100325,8.593168433,15.5,107.5,69.68,0.15
640,0.191489362,117.8983703,155.8397465,1.321814255,11.2,40.4,50.59,0.89
641,0.227368421,450.6382271,9021.290859,20.01892053,21.5,129.3,58.37,2.37
643,0.644025735,3538.658004,21198.76649,5.990623131,19.8,45.6,42.9,2.29
646,0.34266055,390.1350694,13169.40692,33.75601926,25.5,153,48.44,0.89
647,1.310697306,1859.480166,40679.69635,21.87691866,17.5,206,59.68,0.29
648,0.557512116,1111.245319,14573.97265,13.11499127,19.2,103,53.85,0.94
649,0.601202887,3164.851348,17474.48179,5.521422611,19.4,43.7,37.33,2.32
651,0.796494024,9997.866948,42196.86243,4.220586516,21.6,28.3,25.31,4.18
652,0.139285714,17.79336735,447.8188776,25.16774194,19.8,181.5,67.48,0.25
653,1.462759366,14276.58975,132975.5753,9.314239435,14.7,137.9,51.78,1.79
656,0.295862069,1082.725327,194.7619501,0.179881218,10.8,6.4,24.6,3.22
657,0.94905569,2105.756896,7270.368289,3.452615211,15.3,44.7,42.3,0.63
658,0.214562212,191.1012678,14532.16843,76.04433292,29,276.6,51.38,1.06
659,0.527107718,159.6461129,531.653498,3.330200081,14.6,48.2,45.72,0.15
661,0.347575758,70.64995409,872.6903581,12.35231317,18.9,97.9,59.13,0.16
663,0.283075117,529.068166,3556.805625,6.722773838,18.8,56.3,41.03,1.73
665,0.533810888,88.61047939,3152.67467,35.57902736,30.8,114.1,42.55,0.08
666,0.49522673,335.9918347,6792.82295,20.21722628,20.5,136.7,48.25,0.37
668,0.49982906,326.4397399,580.052071,1.776903974,14.1,28.2,38.89,0.35
670,0.151598985,9.787564597,144.5576862,14.76952563,19,116.7,49.66,0.11
671,0.27411215,802.6483618,55185.11775,68.75379104,33,211.9,49.26,2.94
674,0.125807175,11.68621406,397.115341,33.98152208,20.4,230,53.44,0.19
675,0.260284593,202.2712573,1778.672728,8.79350211,17.8,80.7,46.08,0.79
676,0.449012132,186.6994392,2240.65577,12.001406,19.3,91,42.49,0.25
677,0.874014502,2061.998743,6656.306745,3.228084773,16.2,36.6,38.05,0.72
678,1.924292893,3689.20011,2039.301032,0.552775933,12.7,11.6,22.81,0.26
679,0.295540541,58.3492878,675.390011,11.57494867,18.8,92.9,50.66,0.18
680,0.174299517,86.35655234,711.1338639,8.234857051,17.1,83.2,45.32,0.75
681,0.344197531,267.5867093,711.0366103,2.657219456,14.4,40.2,43.36,0.6
683,0.989977925,631.0454728,4658.564385,7.382295865,17.7,68.1,43.39,0.17
685,0.639650565,2164.959582,13529.84676,6.249468524,17.8,58.7,42.02,1.42
686,0.077419355,145.3485952,1166.722164,8.027061856,27.6,36.8,28.14,7.25
687,2.011428571,6035.475909,99812.31407,16.53760459,16.4,183,78.96,0.4
688,0.279679648,134.9076915,1068.913511,7.923295542,16.4,86.9,51.93,0.46
689,0.641097852,321.653124,2181.089356,6.780874157,15.8,80.4,48.99,0.21
690,0.316453354,129.4769366,5902.090224,45.58410463,23.8,231.7,66.2,0.34
691,0.818742038,21603.2509,1137339.437,52.64667998,28.2,239.3,74.76,8.54
693,0.558797468,508.7522823,2725.481602,5.35718796,18.8,43.3,39.31,0.43
694,0.813021277,5695.110253,89335.06857,15.68627553,22.6,91.7,44.61,2.31
697,1.755063291,1645.37445,92707.682,56.34442785,22.7,308.4,52.1,0.14
699,0.936057692,5954.807923,41190.5281,6.917188368,18.7,58.5,43.65,1.82
701,0.86231746,4318.083769,4783.531223,1.107790279,13.6,19.7,35.81,1.53
702,0.260025063,211.385387,8436.592013,39.91095189,24.5,194,49.41,0.82
703,1.887363897,2928.798745,41904.12986,14.30761671,20.1,99.9,49.25,0.22
704,0.337126437,104.5547588,924.9349309,8.846416382,16.9,90,50.38,0.24
705,0.151442308,46.12957655,26.47120007,0.573844419,11.9,14.5,39.03,0.54
707,0.254601227,60.36204599,489.326689,8.10652921,17.1,81.2,48.31,0.26
708,0.289099678,181.7175846,3498.83738,19.25425868,19.5,145.3,58.22,0.58
709,0.325031001,37.05219933,825.0389759,22.26693667,22.8,121.4,42.67,0.09
710,0.545329087,591.8183654,5256.959347,8.882724252,17,90,47.7,0.54
711,0.166892308,696.9788649,13407.75827,19.23696534,27.6,87.1,42.35,6.64
714,0.636706587,673.9224093,17852.10044,26.48984541,22.5,149.3,47.09,0.44
716,1.496097366,8610.944751,565035.0583,65.6182422,27.3,263.5,49.86,1.02
718,0.559520548,802.9233635,1475.470261,1.837622778,14.2,29,38.34,0.69
720,0.647428058,2219.211208,5480.800614,2.469706621,15.2,33.1,39.82,1.42
721,0.756861598,623.6146621,4711.783622,7.555601093,16.8,77.9,48.51,0.29
722,1.129483066,325.2386463,6883.02879,21.1630102,22,123.6,48.25,0.07
723,0.79810585,6401.489895,72129.68727,11.26764057,21.5,73.8,42.75,2.71
724,0.097704918,4.773125504,16.70593926,3.5,15.5,43.2,40.33,0.14
725,0.17027027,19.91964938,178.4879474,8.96039604,16.7,95.4,50.85,0.19
726,0.101851852,14.14609053,354.0809328,25.03030303,21.8,150.3,51.19,0.34
727,1.267335554,1758.392793,4620.819457,2.62786533,15.1,35,41.05,0.29
728,0.871532847,429.4007281,968.5829859,2.255662188,14.5,33,39.81,0.15
729,0.087852495,9.419069174,111.6089704,11.8492569,19.1,93,50.52,0.33
730,0.398645161,78.58835796,467.4672341,5.948301329,13.6,101.8,85.34,0.14
732,1.259203481,1223.215546,5355.906198,4.378546541,15.4,55.8,43.88,0.2
733,0.294377163,119.4266562,1778.355241,14.89077312,19.3,114.6,53.49,0.37
736,0.322959184,1020.543331,6595.403243,6.46263911,20.3,47.3,39.92,2.66
737,0.694032396,1972.041196,88063.37178,44.65594935,28.1,171.3,56.25,1.1
738,0.397983871,12.48542574,719.4029583,57.61941748,27.1,225.4,48.32,0.02
740,0.615320122,816.4838812,36502.24515,44.7066329,22.6,250.4,56.54,0.57
741,0.240961098,130.7794459,8813.91341,67.3952497,29.7,233.3,52.09,0.62
742,0.139751553,107.5479341,490.7796767,4.563357546,16.3,52.1,47.08,1.47
744,1.17815407,3384.471296,172766.3004,51.04676191,17.1,511.3,60.49,0.64
745,1.068877005,959.7784533,10715.60995,11.16467026,19.9,80.5,42.06,0.22
746,1.637016317,921.6311844,14358.45271,15.57939114,20.2,108.6,46.53,0.09
747,0.868856031,2014.32417,5868.743422,2.913504941,16.6,31.3,32.49,0.71
748,0.667584216,899.4066794,4145.268625,4.608892418,15.5,57.7,44.5,0.53
750,0.727396409,138.6570012,335.1454157,2.417082534,15.4,30.8,34.38,0.07
752,0.708666027,1671.116969,16529.05699,9.891023367,20,71.1,44.67,0.89
753,0.16392233,279.7354899,26548.91328,94.90720427,37.2,242.4,51.14,2.85
754,0.340615385,474.5660592,6410.575811,13.5082897,20.9,89.4,42.08,1.07
755,0.675959596,541.4247526,286.6507499,0.529437837,10.2,21,51.39,0.32
756,0.418378378,485.8777619,21540.17739,44.33250311,22.9,243.5,56.98,0.74
757,0.539217119,612.8591601,3621.517038,5.909215811,16.1,68.4,45.72,0.56
758,0.679494655,518.6335403,5411.05977,10.43330088,17.7,96.6,47.31,0.3
759,1.141270183,7487.42544,3126.729969,0.417597476,11.3,12.7,41.84,1.53
760,1.458729097,773.631181,4684.800332,6.055599163,16.1,68.8,44.96,0.1
761,0.583042254,86.2781956,2277.275934,26.39457071,23.2,138.4,46.89,0.07
762,0.796608863,499.0980699,10669.58933,21.37774112,18.6,176.8,50.54,0.21
763,0.292092609,115.3765989,3239.041036,28.07363943,19.7,205.5,54.84,0.36
765,0.477767936,148.1600819,1070.84421,7.227616213,15.1,96.2,49.52,0.17
766,0.913156342,1723.856103,2845.183721,1.650476346,14.2,26,37.79,0.55
767,1.262316096,4478.446085,201410.8217,44.973372,24.1,224.5,55.47,0.75
768,0.354525862,267.7936422,519.2734189,1.93908046,13.3,36.2,47.62,0.56
770,0.595555556,269.7679012,495.091358,1.835249323,15.1,24.2,35.23,0.2
773,0.239067055,613.4123299,4925.130393,8.029069767,19.1,66.8,44.49,2.75
774,0.408981233,98.29438147,202.8663873,2.063865546,14.2,31.6,40.42,0.15
775,0.694222222,794.2451761,3286.798045,4.138266298,16.1,47.4,43.55,0.44
776,0.305938567,89.10465585,1408.98342,15.81268012,18.8,126.5,55.3,0.26
777,0.408399326,74.20581439,627.6341105,8.458017955,16.5,91.5,49.12,0.12
778,0.433933649,89.12791501,5798.335766,65.05633803,27.6,255,50.91,0.13
779,0.155579399,30.1189007,85.09320488,2.825242718,14.2,44.3,44.41,0.33
781,1.183565891,1456.542978,9410.729247,6.461003477,16.7,67.7,43.87,0.28
782,0.410474227,1337.310522,11980.77785,8.958860081,17.8,84.8,49.83,2.11
783,0.480869565,388.2175996,1572.709849,4.051103944,15.4,52.1,44.92,0.45
784,0.738227848,1765.766255,16001.4572,9.062047229,17.2,90.4,48.05,0.87
786,0.884800759,1431.791396,7018.773218,4.90209205,16.1,56.6,43.63,0.49
788,1.476923077,444.5187815,7517.561838,16.91168551,20.2,116.7,51.14,0.05
789,0.460017969,271.9695672,1471.158132,5.409274821,16.5,58.6,43.44,0.34
790,0.937520216,309.8776585,7725.145271,24.92966194,23.5,127.5,44.56,0.09
791,1.332878788,562.2511077,4229.186395,7.521881838,19,58.8,45.05,0.08
792,0.346389414,599.1874786,1933.842406,3.227441286,14.9,45.9,49.42,1.35
793,1.058366972,6107.053621,14625.08131,2.394785149,15.5,31,38.76,1.46
795,0.753509061,1045.093482,2384.111358,2.281242205,14.7,32.7,38.89,0.49
796,1.086435331,1466.032605,33263.29457,22.68932797,20.4,154.4,48,0.33
798,1.047436159,2974.556791,969.2949233,0.325861966,10.8,10.9,36.72,0.72
799,0.353076923,182.6699167,47274.36384,258.7966574,13.5,4646.4,162.66,0.39
800,0.719639315,34.55572564,376.156754,10.88551165,21.9,63.1,34.46,0.02
804,0.567607973,1969.118249,2311.115827,1.173680569,13.1,23.3,40.97,1.6
805,0.311343284,91.24714859,84.07596347,0.921409214,12.7,19.3,37.22,0.26
806,0.363686724,193.8560647,2339.942522,12.07051492,18.1,106.5,47.47,0.39
809,0.574986021,391.5689798,6225.190076,15.89806751,18.3,137.1,49.64,0.32
810,0.705865633,1382.522532,672.1529983,0.486178693,13.3,9,19.94,0.73
811,0.422181485,1293.351822,695.2438794,0.537552016,12.2,13,31.74,1.93
812,0.603831776,158.1122019,1084.218622,6.857273559,20.6,45.6,27.92,0.11
818,0.561276151,258.2588167,2777.132053,10.75329039,17.8,96.6,46.05,0.22
820,0.373416592,210.9532317,1717.935226,8.143678161,16.7,85.7,47.53,0.4
822,0.658896797,47.14780081,1224.435924,25.97015986,21.9,155.8,48.12,0.03
823,0.510566038,130.3776077,1303.175169,9.99539102,19,78.1,42.79,0.13
825,0.608821954,757.6715414,1819.780457,2.401806531,11,76.4,51.03,0.55
826,1.362707366,1260.001656,20326.58766,16.13219124,18.1,140.6,48.63,0.18
829,0.658044807,461.8911652,4997.298882,10.81921296,17.9,96.8,49.82,0.28
830,0.406153846,201.3383891,639.2704263,3.175104505,17.1,31.7,32.16,0.33
831,0.13,13.3,156.7,11.78195489,20.1,82.8,42.59,0.21
833,0.533484202,437.7847575,1464.499535,3.345250172,13.7,56.8,51.09,0.41
834,0.707844588,4990.59221,43513.16446,8.719038268,20.4,63.1,43.4,2.66
835,0.919244533,1263.995836,33301.49862,26.34620913,21.6,161.3,47.12,0.4
836,0.273562005,230.9762867,2913.421822,12.61351052,17.3,123.9,78.98,0.82
837,0.262093023,439.5713118,5148.529614,11.71261517,20.3,83.4,48.84,1.71
840,0.310395604,848.7791914,23459.02418,27.63854771,24.7,136.8,47.35,2.27
841,0.872014519,6083.078185,5488.713822,0.902292171,12.4,21.1,42.02,2.15
842,0.721113043,880.2210504,5937.597992,6.745575999,16.2,75.9,49.85,0.45
844,0.604655172,1109.65515,3620.604923,3.262819916,14.6,48.1,47.98,0.8
845,0.769827916,220.54149,1015.010864,4.602357878,15.5,57.5,46.69,0.1
847,0.294021352,80.1107398,1500.1367,18.72578763,19.6,138.4,53.52,0.25
848,0.521663202,1552.442128,8057.256253,5.190052568,20.1,37.6,30.95,1.5
850,0.646819788,200.1373397,10031.28647,50.12201365,25.3,224.1,53.44,0.13
852,0.71086915,1150.257929,2379.623705,2.068774006,14.4,31.3,38.45,0.6
853,0.54,1382.9,16041,11.5995372,21.5,72.9,41.46,1.27
855,0.458952703,386.26615,8231.932645,21.31155589,19.8,155.4,77.96,0.49
856,0.509241147,2295.128134,87960.2124,38.32475019,23.8,203.4,76.12,2.32
857,0.3152657,334.7879227,2339.251581,6.987263944,17,72,53.26,0.93
858,1.835963115,1705.289384,20856.61311,12.23054181,15,165.3,51.53,0.13
859,1.440193966,2102.838383,9796.174523,4.658548466,16.5,50,43.13,0.27
860,1.369117433,3789.757659,618.5129952,0.163206477,11,5.2,16.75,0.54
861,0.697488076,334.5671864,7905.139545,23.62795835,21.8,140.1,45.42,0.18
863,0.624742268,1375.797641,4607.724519,3.34912954,15.8,40.5,42.36,0.94
864,0.517284523,3453.773085,23883.58732,6.915216124,16.3,82.9,55.83,3.46
865,1.45318097,14485.76067,56344.49091,3.88964668,15.1,53.7,63.02,1.82
867,0.38251928,219.1484328,1828.222653,8.342394372,17.4,79.8,46.56,0.4
868,0.5435209,1966.576007,60300.12725,30.66249515,24.5,152,49.4,1.74
869,0.203846154,161.0419461,1031.813478,6.407110092,18.3,55.8,46.11,1.05
871,0.624521739,975.4886654,136562.4109,139.9938469,27.9,536.6,94.37,0.67
873,0.44212204,1105.926936,5904.399253,5.338869196,16.5,59.1,48.17,1.52
874,0.357491103,637.039037,5798.698245,9.102579132,19.3,71.2,47.01,1.34
875,0.794978261,1712.600715,9148.983441,5.342157901,14.2,84.4,49.34,0.73
877,0.60806142,1006.10006,3385.984767,3.365455288,13.1,65.4,64.8,0.71
879,0.426298701,316.6246182,1113.204365,3.515849057,15.8,42,40.87,0.46
880,0.07375969,21.07909578,585.8223838,27.79162778,24.1,140.3,46.45,1.04
881,0.403979058,318.213019,10850.22025,34.09734863,22.8,188.9,51.02,0.53
882,0.220344828,55.42102973,606.670264,10.94657149,18.9,87.5,44.85,0.3
883,0.495315948,164.154279,4658.101049,28.37636081,20.3,194.7,52.66,0.18
884,0.491052114,532.6430473,14176.97785,26.61628255,23.9,134.6,51.08,0.58
885,0.516025641,1979.863363,16624.12063,8.396599957,20.2,60.9,41.64,2
886,0.767951542,653.3967819,1567.263568,2.398639864,14.3,36.5,41.97,0.29
887,0.528888889,449.045679,5327.388889,11.8638017,18,106.3,48.66,0.43
890,0.58537859,4506.656546,24367.22333,5.406940396,15.1,77.6,70.09,3.51
892,0.32195122,1528.899465,6769.399167,4.427628712,18,42.8,43.44,3.88
893,1.071620227,2658.223973,272943.7093,102.6789737,23.9,521.1,146.07,0.62
894,0.754990991,4124.747508,14764.88893,3.579586121,18.3,32.1,31.67,1.93
896,0.249199319,2225.632504,31764.9493,14.27232449,27.3,69.8,42.63,9.35
898,0.441038961,765.7112787,34767.85721,45.40596198,22.9,251.9,71.54,1.07
900,0.860921305,1255.407732,6101.883431,4.86047941,15.2,64.3,47.17,0.45
901,0.387881041,1771.681436,6246.657951,3.525835866,17.1,37.8,40.53,3.17
902,0.729884393,2288.696602,3694.319302,1.6141586,13.3,30.2,44.09,1.15
907,0.62163606,5490.335417,11981.55571,2.182299404,18.8,19.2,25.31,3.79
910,0.26979346,615.7325707,9923.461488,16.1165122,23.9,85,44.19,2.24
912,0.410786948,55.93912084,821.0678405,14.67788246,18.7,118.5,48.7,0.09
913,0.521329046,2095.550432,12305.51821,5.872212866,18.4,52.1,41.83,2.02
917,1.078864353,686.6423191,5249.410383,7.645043478,16.9,77.5,45.81,0.16
919,0.310511316,184.1003782,689.779081,3.746755371,15.8,44.9,42.82,0.51
920,0.570122449,495.9712653,2515.507392,5.071881312,16.9,52.1,43.86,0.4
921,1.070425532,2127.7311,50063.28628,23.52895358,19.6,175,52.03,0.49
922,0.422258065,164.7991675,685.480333,4.159489051,16.8,42.6,37.39,0.25
923,0.460863039,139.1707507,1159.212555,8.329426614,17.1,82.8,45.54,0.18
925,0.786325486,1168.553425,512.5240545,0.438597024,11.5,12.3,32.64,0.5
927,0.856397362,1288.418246,19539.70984,15.1656575,18.3,130.2,48.28,0.47
928,0.40972028,153.7213556,605.2778375,3.9375,14.7,56.1,47.9,0.25
929,1.263570248,5155.529427,8183.635241,1.587351087,13.5,28.8,55.79,0.86
930,0.679168421,901.5891637,5265.622367,5.840378944,17,59.6,43.44,0.52
931,0.232719298,72.10787042,767.3232367,10.64132434,18.1,93.8,55.68,0.36
932,0.976140351,4555.270422,36350.36553,7.979847992,14.2,127.8,55.97,1.27
933,0.269594595,83.39390066,3732.78351,44.76086957,24.4,214.8,51.91,0.29
934,0.54113089,1202.743171,791.8088223,0.658335746,11.9,17,39.37,1.08
936,0.593070866,1190.588467,282539.3446,237.3106682,31.7,740,71.73,0.91
937,0.218173913,65.96382457,872.547615,13.22766866,20.8,87.3,49.59,0.37
938,0.26,295.0222222,50113.15556,169.8623079,35.5,447.1,53.43,1.19
939,0.56,2448.840237,101330.0284,41.37878286,24,216.5,50.88,2.11
940,0.336506024,206.6645086,3374.451299,16.32816066,21.3,102.3,46.44,0.49
